recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, delay, effect_size_ph, hazard_trt, target_median_trt, target_hr, random_withdrawal, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m, old_seed, median_survival_trt, median_survival_ctrl, rmst_trt_360m, rmst_ctrl_360m, gAHR_360m, AHR_360m, node_name
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.3, 0, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1086456640, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 0, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1670649812, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 0, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 409111400, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.3, 0, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1246274607, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.3, 0, 0, 0.00379546710778889, 182.625, 1, 0.00162662876048095, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1303485487, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 2078058712, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1988301562, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 626826017, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 847663318, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1005527343, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1131914924, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 342403884, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 318062359, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 60.875, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 1108828273, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 60.875, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 583254416, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 60.875, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 241185628, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 60.875, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 912136610, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 60.875, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 360029597, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 60.875, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 74309443, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 60.875, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 1864200953, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 60.875, 0, 0.00189773355389444, 365.25, 1, 0, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 519394928, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 60.875, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 997894419, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 60.875, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 33394868, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 60.875, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 23572241, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 60.875, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1225852591, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 60.875, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1401330455, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 60.875, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 4787530, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 60.875, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1542248575, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 60.875, 0, 0.00379546710778889, 182.625, 1, 0, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 273224286, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 60.875, 0, 0.000632577851298148, 1095.75, 1, 7.02864279220164e-05, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 2014150213, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 60.875, 0, 0.000632577851298148, 1095.75, 1, 7.02864279220164e-05, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 2119200996, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 60.875, 0, 0.000632577851298148, 1095.75, 1, 7.02864279220164e-05, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 815574397, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 60.875, 0, 0.000632577851298148, 1095.75, 1, 7.02864279220164e-05, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1760146439, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 60.875, 0, 0.000632577851298148, 1095.75, 1, 7.02864279220164e-05, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 697217870, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 60.875, 0, 0.000632577851298148, 1095.75, 1, 7.02864279220164e-05, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1444988842, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 60.875, 0, 0.000632577851298148, 1095.75, 1, 7.02864279220164e-05, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1267959093, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 60.875, 0, 0.000632577851298148, 1095.75, 1, 7.02864279220164e-05, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1040260548, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 1522561959, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 306900267, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 77079343, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 455235371, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 189916119, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 296445051, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 451520759, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000210859283766049, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 1496305911, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 60.875, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 380567228, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 60.875, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 2040750176, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 60.875, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1847333956, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 60.875, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 1066876334, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 60.875, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 306549936, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 60.875, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 634391131, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 60.875, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 288550648, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 60.875, 0, 0.00379546710778889, 182.625, 1, 0.000421718567532098, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25, 795397888, 182.625, 182.625, 263.472181842347, 263.472181842347, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 480936434, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 886606879, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1779750172, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1763536741, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 993874293, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 476940531, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 405432428, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 60.875, 0, 0.000632577851298148, 1095.75, 1, 0.000271104793413492, 172.47091664017, 172.47091664017, 1, 1, 326.125035191387, 326.125035191387, 1, 1, 0.890898718140339, 0.890898718140339, 0.7937005259841, 0.7937005259841, 1156814456, 1095.75, 1095.75, 1579.2893087386, 1579.2893087386, 1, 1, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240476, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 1559233823, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240476, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 130687939, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240476, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 1830490046, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240476, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 706562390, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240476, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 433181944, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 60.875, 0, 0.00189773355389444, 365.25, 1, 0.000813314380240476, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5, 78054144, 365.250000000001, 365.250000000001, 526.94436319394, 526.94436319394, 1, 1, ims-node2
