recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, effect_size_ph, prevalence, hr_subgroup_relative, hazard_trt, target_median_trt, hazard_subgroup, random_withdrawal, median_survival_trt, median_survival_ctrl, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 0, 0.1, 0.7, 0.00196264788358228, 365.25, 0.0013738535185076, 0, 365.25, 365.25, 154.283299184217, 154.338430815216, 1.00172541798322, 1.00172541764296, 263.373640993863, 263.472181842347, 1.00037412069531, 1.00037412053394, 0.706706201729441, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 0, 0.1, 0.7, 0.00196264788358228, 365.25, 0.0013738535185076, 0, 365.25, 365.25, 154.283299184217, 154.338430815216, 1.00172541798322, 1.00172541764296, 263.373640993863, 263.472181842347, 1.00037412069531, 1.00037412053394, 0.706706201729441, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 0, 0.1, 0.7, 0.00392529576716457, 182.625, 0.0027477070370152, 0, 182.625, 182.625, 131.686820496932, 131.736090921173, 1.00037412069531, 1.00037412053394, 197.669754838888, 197.60413638176, 0.9980236765507, 0.998023686887659, 0.5, 0.5, 0.251235285552264, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 0, 0.1, 0.7, 0.00392529576716457, 182.625, 0.0027477070370152, 0, 182.625, 182.625, 131.686820496932, 131.736090921173, 1.00037412069531, 1.00037412053394, 197.669754838888, 197.60413638176, 0.9980236765507, 0.99802368688766, 0.5, 0.5, 0.251235285552264, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0, 0.1, 0.7, 0.00196264788358228, 365.25, 0.0013738535185076, 0.000783579105739565, 365.25, 365.25, 154.283299184217, 154.338430815216, 1.00172541798322, 1.00172541764296, 263.373640993863, 263.472181842347, 1.00037412069531, 1.00037412053394, 0.706706201729441, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0, 0.1, 0.7, 0.00196264788358228, 365.25, 0.0013738535185076, 0.000783579105739565, 365.25, 365.25, 154.283299184217, 154.338430815216, 1.00172541798322, 1.00172541764296, 263.373640993863, 263.472181842347, 1.00037412069531, 1.00037412053394, 0.706706201729441, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0, 0.1, 0.7, 0.00392529576716457, 182.625, 0.0027477070370152, 0.00156715821147913, 182.625, 182.625, 131.686820496932, 131.736090921173, 1.00037412069531, 1.00037412053394, 197.669754838888, 197.60413638176, 0.9980236765507, 0.998023686887659, 0.5, 0.5, 0.251235285552264, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 0, 0.1, 0.7, 0.00392529576716457, 182.625, 0.0027477070370152, 0.00156715821147913, 182.625, 182.625, 131.686820496932, 131.736090921173, 1.00037412069531, 1.00037412053394, 197.669754838888, 197.60413638176, 0.9980236765507, 0.99802368688766, 0.5, 0.5, 0.251235285552264, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 0.5, 0.1, 0.7, 0.00157614297200789, 454.81733079405, 0.00110330008040552, 0, 454.81733079405, 365.25, 159.36273964205, 154.338430815216, 0.804685307016732, 0.804685329392336, 279.984203545378, 263.472181842347, 0.803811747622927, 0.803811842326837, 0.756642469008115, 0.707106781186548, 0.572919498357325, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 0.5, 0.1, 0.7, 0.00174049820651011, 411.868933157827, 0.00121834874455707, 0, 411.868933157827, 365.25, 157.174983806934, 154.338430815216, 0.888487174045975, 0.888487190598367, 272.744251577634, 263.472181842347, 0.887422558229132, 0.88742262906065, 0.734986611660621, 0.707106781186548, 0.540682416209315, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 0.5, 0.1, 0.7, 0.00315228594401578, 227.408665397025, 0.00220660016081105, 0, 227.408665397025, 182.625, 139.992101772689, 131.736090921173, 0.803811747622927, 0.803811842326837, 220.305686152605, 197.60413638176, 0.802276625734992, 0.802277034540142, 0.572919498357325, 0.5, 0.329248113088442, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 0.5, 0.1, 0.7, 0.00348099641302021, 205.934466578914, 0.00243669748911415, 0, 205.934466578914, 182.625, 136.372125788817, 131.736090921173, 0.887422558229132, 0.88742262906065, 210.228875791334, 197.60413638176, 0.885559414191156, 0.885559725353256, 0.540682416209315, 0.5, 0.293451714190563, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0.5, 0.1, 0.7, 0.00157614297200789, 454.81733079405, 0.00110330008040552, 0.000700677519215687, 454.81733079405, 365.25, 159.36273964205, 154.338430815216, 0.804685307016732, 0.804685329392336, 279.984203545378, 263.472181842347, 0.803811747622927, 0.803811842326837, 0.756642469008115, 0.707106781186548, 0.572919498357325, 0.5
