recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, crossing, effect_size_ph, hr_before, hazard_trt_before, target_median_trt, hazard_trt_after, target_hr, random_withdrawal, median_survival_trt, median_survival_ctrl, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 0, 0, 1.5, 0.00284660033084166, 365.25, 0.00189773355389444, 1, 0, 365.25, 365.25, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 0, 0, 1.5, 0.00284660033084166, 365.25, 0.00189773355389444, 1, 0, 365.25, 365.25, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 0, 0, 1.5, 0.00569320066168333, 182.625, 0.00379546710778889, 1, 0, 182.625, 182.625, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 0, 0, 1.5, 0.00569320066168333, 182.625, 0.00379546710778889, 1, 0, 182.625, 182.625, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0, 0, 1.5, 0.00284660033084166, 365.25, 0.00189773355389444, 1, 0.000813314380240476, 365.25, 365.25, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0, 0, 1.5, 0.00284660033084166, 365.25, 0.00189773355389444, 1, 0.000813314380240476, 365.25, 365.25, 154.338430815216, 154.338430815216, 1, 1, 263.472181842347, 263.472181842347, 1, 1, 0.707106781186547, 0.707106781186548, 0.5, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0, 0, 1.5, 0.00569320066168333, 182.625, 0.00379546710778889, 1, 0.00162662876048095, 182.625, 182.625, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 0, 0, 1.5, 0.00569320066168333, 182.625, 0.00379546710778889, 1, 0.00162662876048095, 182.625, 182.625, 131.736090921173, 131.736090921173, 1, 1, 197.60413638176, 197.60413638176, 1, 1, 0.5, 0.5, 0.25, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 60.875, 0, 1.5, 0.00284660033084166, 365.25, 0.001707960198505, 1, 0, 365.25, 365.25, 148.328078096203, 154.338430815216, 1.12669220446854, 1.12419038687753, 255.485244954412, 263.472181842347, 1.03215144171429, 1.03071088107097, 0.683020128377198, 0.707106781186548, 0.5, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 60.875, 0, 1.5, 0.00284660033084166, 365.25, 0.001707960198505, 1, 0, 365.25, 365.25, 148.328078096203, 154.338430815216, 1.12669220446854, 1.12419038687753, 255.485244954412, 263.472181842347, 1.03215144171429, 1.03071088107097, 0.683020128377198, 0.707106781186548, 0.5, 0.5
