recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, effect_size_ph, prevalence, hr_subgroup_relative, hazard_trt, target_median_trt, hazard_subgroup, random_withdrawal, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m, old_seed, median_survival_trt, median_survival_ctrl, rmst_trt_10957.5, rmst_ctrl_10957.5, gAHR_10957.5, AHR_10957.5, node_name
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 0.9, 0.1, 0.7, 0.00158499317979199, 452.277743915912, 0.00110949522585439, 0, 159.243867707945, 154.338430815216, 0.809198388636825, 0.809198410818368, 279.587470214199, 263.472181842347, 0.808315003322397, 0.808315097249022, 0.755460104003531, 0.707106781186548, 0.571135137940811, 0.5, 1943447777, 452.277743915912, 365.250000000001, 657.956375057349, 526.94436319394, 0.802076487140818, 0.802084521736272, ims-node5
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 0.9, 0.1, 0.7, 0.00158499317979199, 452.277743915912, 0.00110949522585439, 0, 159.243867707945, 154.338430815216, 0.809198388636825, 0.809198410818368, 279.587470214199, 263.472181842347, 0.808315003322397, 0.808315097249022, 0.755460104003531, 0.707106781186548, 0.571135137940811, 0.5, 1080515756, 452.277743915912, 365.250000000001, 657.956375057349, 526.94436319394, 0.802076487140818, 0.802084521736272, ims-node5
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 0.9, 0.1, 0.7, 0.00164838732435995, 434.883918897385, 0.00115387112705196, 0, 158.395947018844, 154.338430815216, 0.841523930784149, 0.841523951197758, 276.76872977392, 263.472181842347, 0.84056861957222, 0.840568706328256, 0.747045148422726, 0.707106781186548, 0.558516768862091, 0.5, 520066032, 434.883918897385, 365.250000000001, 632.652686279601, 526.94436319394, 0.833981056716585, 0.833988296907742, ims-node5
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 0.9, 0.1, 0.7, 0.00164838732435995, 434.883918897385, 0.00115387112705196, 0, 158.395947018844, 154.338430815216, 0.841523930784149, 0.841523951197758, 276.76872977392, 263.472181842347, 0.84056861957222, 0.840568706328256, 0.747045148422726, 0.707106781186548, 0.558516768862091, 0.5, 1902424323, 434.883918897385, 365.250000000001, 632.652686279601, 526.94436319394, 0.833981056716585, 0.833988296907742, ims-node5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 0.9, 0.1, 0.7, 0.0026571505958798, 269.784159238093, 0.00186000541711586, 0, 145.705417064322, 131.736090921173, 0.677796291660922, 0.677796389933863, 236.885910989675, 197.60413638176, 0.676700491264325, 0.676700908470808, 0.625181808167145, 0.5, 0.391689697888736, 0.25, 1647517297, 269.784159238093, 182.625, 392.471975157468, 263.472181842347, 0.672869650124984, 0.672879990345502, ims-node5
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 0.9, 0.1, 0.7, 0.0026571505958798, 269.784159238093, 0.00186000541711586, 0, 145.705417064322, 131.736090921173, 0.677796291660922, 0.677796389933863, 236.885910989675, 197.60413638176, 0.676700491264325, 0.676700908470808, 0.625181808167145, 0.5, 0.391689697888736, 0.25, 675966471, 269.784159238093, 182.625, 392.471975157468, 263.472181842347, 0.672869650124984, 0.672879990345502, ims-node5
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 0.9, 0.1, 0.7, 0.00290143045123241, 247.070247427071, 0.00203100131586269, 0, 142.846560079464, 131.736090921173, 0.739978250544994, 0.739978351043688, 228.4849490111, 197.60413638176, 0.738674120261946, 0.738674550200891, 0.59882185786417, 0.5, 0.359513461890465, 0.25, 273390472, 247.070247427071, 182.625, 359.428619901358, 263.472181842347, 0.734445987486571, 0.734455393088884, ims-node5
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 0.9, 0.1, 0.7, 0.00290143045123241, 247.070247427071, 0.00203100131586269, 0, 142.846560079464, 131.736090921173, 0.739978250544994, 0.739978351043688, 228.4849490111, 197.60413638176, 0.738674120261946, 0.738674550200891, 0.59882185786417, 0.5, 0.359513461890465, 0.25, 1535414483, 247.070247427071, 182.625, 359.428619901358, 263.472181842347, 0.734445987486571, 0.734455393088884, ims-node5
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 0.9, 0.1, 0.7, 0.00316998635958398, 226.138871957956, 0.00221899045170879, 0, 139.7937351071, 131.736090921173, 0.808315003322397, 0.808315097249022, 219.744966113756, 197.60413638176, 0.806762942743471, 0.806763348482967, 0.571135137940811, 0.5, 0.327212520502782, 0.25, 1006221310, 226.138871957956, 182.625, 328.978432257376, 263.472181842347, 0.802076420311056, 0.802084456481832, ims-node5
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 0.9, 0.1, 0.7, 0.00316998635958398, 226.138871957956, 0.00221899045170879, 0, 139.7937351071, 131.736090921173, 0.808315003322397, 0.808315097249022, 219.744966113756, 197.60413638176, 0.806762942743471, 0.806763348482967, 0.571135137940811, 0.5, 0.327212520502782, 0.25, 348571540, 226.138871957956, 182.625, 328.978432257376, 263.472181842347, 0.802076420311056, 0.802084456481832, ims-node5
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 0.9, 0.1, 0.7, 0.0032967746487199, 217.441959448692, 0.00230774225410393, 0, 138.38436488696, 131.736090921173, 0.84056861957222, 0.840568706328256, 215.789693742569, 197.60413638176, 0.838892798347554, 0.838893175233386, 0.558516768862091, 0.5, 0.312998901952514, 0.25, 1431343111, 217.441959448692, 182.625, 316.326486937948, 263.472181842347, 0.833981013984801, 0.833988255073513, ims-node5
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 0.9, 0.1, 0.7, 0.0032967746487199, 217.441959448692, 0.00230774225410393, 0, 138.38436488696, 131.736090921173, 0.84056861957222, 0.840568706328256, 215.789693742569, 197.60413638176, 0.838892798347554, 0.838893175233386, 0.558516768862091, 0.5, 0.312998901952514, 0.25, 87404083, 217.441959448692, 182.625, 316.326486937948, 263.472181842347, 0.833981013984801, 0.833988255073513, ims-node5
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 0.9, 0.1, 0.7, 0.000442858432646633, 1618.70495542856, 0.000310000902852643, 5.46605990499639e-05, 175.646708478101, 172.47091664017, 0.678855773659011, 0.678855776175424, 338.049101389387, 326.125035191387, 0.678633696391615, 0.678633706647457, 0.924572281120062, 0.890898718140339, 0.854880082073051, 0.7937005259841, 1029079185, 1618.70495542856, 1095.75, 2328.16459454855, 1579.2893087386, 0.673209689698559, 0.673216563410033, ims-node5
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 0.9, 0.1, 0.7, 0.000442858432646633, 1618.70495542856, 0.000310000902852643, 5.46605990499639e-05, 175.646708478101, 172.47091664017, 0.678855773659011, 0.678855776175424, 338.049101389387, 326.125035191387, 0.678633696391615, 0.678633706647457, 0.924572281120062, 0.890898718140339, 0.854880082073051, 0.7937005259841, 463931567, 1618.70495542856, 1095.75, 2328.16459454855, 1579.2893087386, 0.673209689698559, 0.673216563410033, ims-node5
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 0.9, 0.1, 0.7, 0.000483571741872069, 1482.42148456242, 0.000338500219310448, 5.75352167514645e-05, 175.023369533004, 172.47091664017, 0.741242196515962, 0.741242199065659, 335.688149578417, 326.125035191387, 0.740977279501749, 0.740977289914509, 0.91793278455748, 0.890898718140339, 0.842654966008696, 0.7937005259841, 1075556410, 1482.42148456242, 1095.75, 2140.03230916758, 1579.2893087386, 0.734735401871903, 0.734742176906625, ims-node5
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 0.9, 0.1, 0.7, 0.000483571741872069, 1482.42148456242, 0.000338500219310448, 5.75352167514645e-05, 175.023369533004, 172.47091664017, 0.741242196515962, 0.741242199065659, 335.688149578417, 326.125035191387, 0.740977279501749, 0.740977289914509, 0.91793278455748, 0.890898718140339, 0.842654966008696, 0.7937005259841, 919929764, 1482.42148456242, 1095.75, 2140.03230916758, 1579.2893087386, 0.734735401871903, 0.734742176906625, ims-node5
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 0.9, 0.1, 0.7, 0.000528331059930664, 1356.83323174773, 0.000369831741951465, 6.04882228751142e-05, 174.341537218912, 172.47091664017, 0.809824033013659, 0.809824035369553, 333.118457431125, 326.125035191387, 0.809507695547328, 0.809507705192854, 0.910688957516993, 0.890898718140339, 0.829418382073861, 0.7937005259841, 254969431, 1356.83323174773, 1095.75, 1963.95770395998, 1579.2893087386, 0.802320513006538, 0.80232668537141, ims-node5
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 0.9, 0.1, 0.7, 0.000528331059930664, 1356.83323174773, 0.000369831741951465, 6.04882228751142e-05, 174.341537218912, 172.47091664017, 0.809824033013659, 0.809824035369553, 333.118457431125, 326.125035191387, 0.809507695547328, 0.809507705192854, 0.910688957516993, 0.890898718140339, 0.829418382073861, 0.7937005259841, 592326021, 1356.83323174773, 1095.75, 1963.95770395998, 1579.2893087386, 0.802320513006538, 0.80232668537141, ims-node5
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 0.9, 0.1, 0.7, 0.000549462441453316, 1304.65175669215, 0.000384623709017321, 6.18137962145626e-05, 174.020887131611, 172.47091664017, 0.842200686064773, 0.842200688226995, 331.914608972713, 326.125035191387, 0.841858503794495, 0.841858512659413, 0.907289131496129, 0.890898718140339, 0.823242342892745, 0.7937005259841, 234184417, 1304.65175669216, 1095.75, 1890.13954534183, 1579.2893087386, 0.834207378038309, 0.834213065137775, ims-node5
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 0.9, 0.1, 0.7, 0.000549462441453316, 1304.65175669215, 0.000384623709017321, 6.18137962145626e-05, 174.020887131611, 172.47091664017, 0.842200686064773, 0.842200688226995, 331.914608972713, 326.125035191387, 0.841858503794495, 0.841858512659413, 0.907289131496129, 0.890898718140339, 0.823242342892745, 0.7937005259841, 1554828998, 1304.65175669216, 1095.75, 1890.13954534183, 1579.2893087386, 0.834207378038309, 0.834213065137775, ims-node5
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 0.9, 0.1, 0.7, 0.0013285752979399, 539.568318476186, 0.000930002708557929, 0.000163981797149892, 162.738010389597, 154.338430815216, 0.678416604576218, 0.678416628058824, 291.410834128644, 263.472181842347, 0.677796291660922, 0.677796389933863, 0.790484656147689, 0.707106781186548, 0.625181808167145, 0.5, 1000859580, 539.568318476185, 365.250000000001, 784.93959309249, 526.94436319394, 0.672870052150399, 0.672880378883908, ims-node5
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 0.9, 0.1, 0.7, 0.0013285752979399, 539.568318476186, 0.000930002708557929, 0.000163981797149892, 162.738010389597, 154.338430815216, 0.678416604576218, 0.678416628058824, 291.410834128644, 263.472181842347, 0.677796291660922, 0.677796389933863, 0.790484656147689, 0.707106781186548, 0.625181808167145, 0.5, 1183778566, 539.568318476185, 365.250000000001, 784.93959309249, 526.94436319394, 0.672870052150399, 0.672880378883908, ims-node5
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 0.9, 0.1, 0.7, 0.00145071522561621, 494.140494854141, 0.00101550065793134, 0.000172605650254393, 161.060635913268, 154.338430815216, 0.740718265701837, 0.740718289590294, 285.693120158927, 263.472181842347, 0.739978250544994, 0.739978351043688, 0.773601502669768, 0.707106781186548, 0.59882185786417, 0.5, 1832887233, 494.14049485414, 365.250000000001, 718.855714356388, 526.94436319394, 0.734446159106566, 0.734455559742731, ims-node5
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 0.9, 0.1, 0.7, 0.00145071522561621, 494.140494854141, 0.00101550065793134, 0.000172605650254393, 161.060635913268, 154.338430815216, 0.740718265701837, 0.740718289590294, 285.693120158927, 263.472181842347, 0.739978250544994, 0.739978351043688, 0.773601502669768, 0.707106781186548, 0.59882185786417, 0.5, 744259606, 494.14049485414, 365.250000000001, 718.855714356388, 526.94436319394, 0.734446159106566, 0.734455559742731, ims-node5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 0.9, 0.1, 0.7, 0.00158499317979199, 452.277743915912, 0.00110949522585439, 0.000181464668625342, 159.243867707945, 154.338430815216, 0.809198388636825, 0.809198410818368, 279.587470214199, 263.472181842347, 0.808315003322397, 0.808315097249022, 0.755460104003531, 0.707106781186548, 0.571135137940811, 0.5, 543215957, 452.277743915912, 365.250000000001, 657.956375057349, 526.94436319394, 0.802076487140818, 0.802084521736272, ims-node5
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 0.9, 0.1, 0.7, 0.00158499317979199, 452.277743915912, 0.00110949522585439, 0.000181464668625342, 159.243867707945, 154.338430815216, 0.809198388636825, 0.809198410818368, 279.587470214199, 263.472181842347, 0.808315003322397, 0.808315097249022, 0.755460104003531, 0.707106781186548, 0.571135137940811, 0.5, 1557976449, 452.277743915912, 365.250000000001, 657.956375057349, 526.94436319394, 0.802076487140818, 0.802084521736272, ims-node5
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 0.9, 0.1, 0.7, 0.00164838732435995, 434.883918897385, 0.00115387112705196, 0.000185441388643688, 158.395947018844, 154.338430815216, 0.841523930784149, 0.841523951197758, 276.76872977392, 263.472181842347, 0.84056861957222, 0.840568706328256, 0.747045148422726, 0.707106781186548, 0.558516768862091, 0.5, 1448138407, 434.883918897385, 365.250000000001, 632.652686279601, 526.94436319394, 0.833981056716585, 0.833988296907742, ims-node5
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 0.9, 0.1, 0.7, 0.00164838732435995, 434.883918897385, 0.00115387112705196, 0.000185441388643688, 158.395947018844, 154.338430815216, 0.841523930784149, 0.841523951197758, 276.76872977392, 263.472181842347, 0.84056861957222, 0.840568706328256, 0.747045148422726, 0.707106781186548, 0.558516768862091, 0.5, 958592785, 434.883918897385, 365.250000000001, 632.652686279601, 526.94436319394, 0.833981056716585, 0.833988296907742, ims-node5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 0.9, 0.1, 0.7, 0.0026571505958798, 269.784159238093, 0.00186000541711586, 0.000327963594299783, 145.705417064322, 131.736090921173, 0.677796291660922, 0.677796389933863, 236.885910989675, 197.60413638176, 0.676700491264325, 0.676700908470808, 0.625181808167145, 0.5, 0.391689697888736, 0.25, 293912328, 269.784159238093, 182.625, 392.471975157468, 263.472181842347, 0.672869650124984, 0.672879990345502, ims-node5
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 0.9, 0.1, 0.7, 0.0026571505958798, 269.784159238093, 0.00186000541711586, 0.000327963594299783, 145.705417064322, 131.736090921173, 0.677796291660922, 0.677796389933863, 236.885910989675, 197.60413638176, 0.676700491264325, 0.676700908470808, 0.625181808167145, 0.5, 0.391689697888736, 0.25, 806042683, 269.784159238093, 182.625, 392.471975157468, 263.472181842347, 0.672869650124984, 0.672879990345502, ims-node5
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 0.9, 0.1, 0.7, 0.00290143045123241, 247.070247427071, 0.00203100131586269, 0.000345211300508787, 142.846560079464, 131.736090921173, 0.739978250544994, 0.739978351043688, 228.4849490111, 197.60413638176, 0.738674120261946, 0.738674550200891, 0.59882185786417, 0.5, 0.359513461890465, 0.25, 1200720440, 247.070247427071, 182.625, 359.428619901358, 263.472181842347, 0.734445987486571, 0.734455393088884, ims-node5
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 0.9, 0.1, 0.7, 0.00290143045123241, 247.070247427071, 0.00203100131586269, 0.000345211300508787, 142.846560079464, 131.736090921173, 0.739978250544994, 0.739978351043688, 228.4849490111, 197.60413638176, 0.738674120261946, 0.738674550200891, 0.59882185786417, 0.5, 0.359513461890465, 0.25, 655940927, 247.070247427071, 182.625, 359.428619901358, 263.472181842347, 0.734445987486571, 0.734455393088884, ims-node5
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 0.9, 0.1, 0.7, 0.00316998635958398, 226.138871957956, 0.00221899045170879, 0.000362929337250685, 139.7937351071, 131.736090921173, 0.808315003322397, 0.808315097249022, 219.744966113756, 197.60413638176, 0.806762942743471, 0.806763348482967, 0.571135137940811, 0.5, 0.327212520502782, 0.25, 788980132, 226.138871957956, 182.625, 328.978432257376, 263.472181842347, 0.802076420311056, 0.802084456481832, ims-node5
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 0.9, 0.1, 0.7, 0.00316998635958398, 226.138871957956, 0.00221899045170879, 0.000362929337250685, 139.7937351071, 131.736090921173, 0.808315003322397, 0.808315097249022, 219.744966113756, 197.60413638176, 0.806762942743471, 0.806763348482967, 0.571135137940811, 0.5, 0.327212520502782, 0.25, 19277016, 226.138871957956, 182.625, 328.978432257376, 263.472181842347, 0.802076420311056, 0.802084456481832, ims-node5
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 0.9, 0.1, 0.7, 0.0032967746487199, 217.441959448692, 0.00230774225410393, 0.000370882777287376, 138.38436488696, 131.736090921173, 0.84056861957222, 0.840568706328256, 215.789693742569, 197.60413638176, 0.838892798347554, 0.838893175233386, 0.558516768862091, 0.5, 0.312998901952514, 0.25, 1455475716, 217.441959448692, 182.625, 316.326486937948, 263.472181842347, 0.833981013984801, 0.833988255073513, ims-node5
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 0.9, 0.1, 0.7, 0.0032967746487199, 217.441959448692, 0.00230774225410393, 0.000370882777287376, 138.38436488696, 131.736090921173, 0.84056861957222, 0.840568706328256, 215.789693742569, 197.60413638176, 0.838892798347554, 0.838893175233386, 0.558516768862091, 0.5, 0.312998901952514, 0.25, 286921063, 217.441959448692, 182.625, 316.326486937948, 263.472181842347, 0.833981013984801, 0.833988255073513, ims-node5
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 0.9, 0.1, 0.7, 0.000442858432646633, 1618.70495542856, 0.000310000902852643, 0.000213058674948769, 175.646708478101, 172.47091664017, 0.678855773659011, 0.678855776175424, 338.049101389387, 326.125035191387, 0.678633696391615, 0.678633706647457, 0.924572281120062, 0.890898718140339, 0.854880082073051, 0.7937005259841, 1360340135, 1618.70495542856, 1095.75, 2328.16459454855, 1579.2893087386, 0.673209689698559, 0.673216563410033, ims-node5
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 0.9, 0.1, 0.7, 0.000442858432646633, 1618.70495542856, 0.000310000902852643, 0.000213058674948769, 175.646708478101, 172.47091664017, 0.678855773659011, 0.678855776175424, 338.049101389387, 326.125035191387, 0.678633696391615, 0.678633706647457, 0.924572281120062, 0.890898718140339, 0.854880082073051, 0.7937005259841, 1771123282, 1618.70495542856, 1095.75, 2328.16459454855, 1579.2893087386, 0.673209689698559, 0.673216563410033, ims-node5
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 0.9, 0.1, 0.7, 0.000483571741872069, 1482.42148456242, 0.000338500219310448, 0.00022345732041752, 175.023369533004, 172.47091664017, 0.741242196515962, 0.741242199065659, 335.688149578417, 326.125035191387, 0.740977279501749, 0.740977289914509, 0.91793278455748, 0.890898718140339, 0.842654966008696, 0.7937005259841, 1488985093, 1482.42148456242, 1095.75, 2140.03230916758, 1579.2893087386, 0.734735401871903, 0.734742176906625, ims-node5
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 0.9, 0.1, 0.7, 0.000483571741872069, 1482.42148456242, 0.000338500219310448, 0.00022345732041752, 175.023369533004, 172.47091664017, 0.741242196515962, 0.741242199065659, 335.688149578417, 326.125035191387, 0.740977279501749, 0.740977289914509, 0.91793278455748, 0.890898718140339, 0.842654966008696, 0.7937005259841, 723093799, 1482.42148456242, 1095.75, 2140.03230916758, 1579.2893087386, 0.734735401871903, 0.734742176906625, ims-node5
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 0.9, 0.1, 0.7, 0.000528331059930664, 1356.83323174773, 0.000369831741951465, 0.000234251685250067, 174.341537218912, 172.47091664017, 0.809824033013659, 0.809824035369553, 333.118457431125, 326.125035191387, 0.809507695547328, 0.809507705192854, 0.910688957516993, 0.890898718140339, 0.829418382073861, 0.7937005259841, 1738518232, 1356.83323174773, 1095.75, 1963.95770395998, 1579.2893087386, 0.802320513006538, 0.80232668537141, ims-node5
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 0.9, 0.1, 0.7, 0.000528331059930664, 1356.83323174773, 0.000369831741951465, 0.000234251685250067, 174.341537218912, 172.47091664017, 0.809824033013659, 0.809824035369553, 333.118457431125, 326.125035191387, 0.809507695547328, 0.809507705192854, 0.910688957516993, 0.890898718140339, 0.829418382073861, 0.7937005259841, 1756178048, 1356.83323174773, 1095.75, 1963.95770395998, 1579.2893087386, 0.802320513006538, 0.80232668537141, ims-node5
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 0.9, 0.1, 0.7, 0.000549462441453316, 1304.65175669215, 0.000384623709017321, 0.000239138711608462, 174.020887131611, 172.47091664017, 0.842200686064773, 0.842200688226995, 331.914608972713, 326.125035191387, 0.841858503794495, 0.841858512659413, 0.907289131496129, 0.890898718140339, 0.823242342892745, 0.7937005259841, 686076687, 1304.65175669216, 1095.75, 1890.13954534183, 1579.2893087386, 0.834207378038309, 0.834213065137775, ims-node5
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 0.9, 0.1, 0.7, 0.000549462441453316, 1304.65175669215, 0.000384623709017321, 0.000239138711608462, 174.020887131611, 172.47091664017, 0.842200686064773, 0.842200688226995, 331.914608972713, 326.125035191387, 0.841858503794495, 0.841858512659413, 0.907289131496129, 0.890898718140339, 0.823242342892745, 0.7937005259841, 1043047591, 1304.65175669216, 1095.75, 1890.13954534183, 1579.2893087386, 0.834207378038309, 0.834213065137775, ims-node5
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0.9, 0.1, 0.7, 0.0013285752979399, 539.568318476186, 0.000930002708557929, 0.000639176024846306, 162.738010389597, 154.338430815216, 0.678416604576218, 0.678416628058824, 291.410834128644, 263.472181842347, 0.677796291660922, 0.677796389933863, 0.790484656147689, 0.707106781186548, 0.625181808167145, 0.5, 100459806, 539.568318476185, 365.250000000001, 784.93959309249, 526.94436319394, 0.672870052150399, 0.672880378883908, ims-node5
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0.9, 0.1, 0.7, 0.0013285752979399, 539.568318476186, 0.000930002708557929, 0.000639176024846306, 162.738010389597, 154.338430815216, 0.678416604576218, 0.678416628058824, 291.410834128644, 263.472181842347, 0.677796291660922, 0.677796389933863, 0.790484656147689, 0.707106781186548, 0.625181808167145, 0.5, 614673480, 539.568318476185, 365.250000000001, 784.93959309249, 526.94436319394, 0.672870052150399, 0.672880378883908, ims-node5
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 0.9, 0.1, 0.7, 0.00145071522561621, 494.140494854141, 0.00101550065793134, 0.00067037196125256, 161.060635913268, 154.338430815216, 0.740718265701837, 0.740718289590294, 285.693120158927, 263.472181842347, 0.739978250544994, 0.739978351043688, 0.773601502669768, 0.707106781186548, 0.59882185786417, 0.5, 1206490556, 494.14049485414, 365.250000000001, 718.855714356388, 526.94436319394, 0.734446159106566, 0.734455559742731, ims-node5
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 0.9, 0.1, 0.7, 0.00145071522561621, 494.140494854141, 0.00101550065793134, 0.00067037196125256, 161.060635913268, 154.338430815216, 0.740718265701837, 0.740718289590294, 285.693120158927, 263.472181842347, 0.739978250544994, 0.739978351043688, 0.773601502669768, 0.707106781186548, 0.59882185786417, 0.5, 965761629, 494.14049485414, 365.250000000001, 718.855714356388, 526.94436319394, 0.734446159106566, 0.734455559742731, ims-node5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0.9, 0.1, 0.7, 0.00158499317979199, 452.277743915912, 0.00110949522585439, 0.0007027550557502, 159.243867707945, 154.338430815216, 0.809198388636825, 0.809198410818368, 279.587470214199, 263.472181842347, 0.808315003322397, 0.808315097249022, 0.755460104003531, 0.707106781186548, 0.571135137940811, 0.5, 1514614695, 452.277743915912, 365.250000000001, 657.956375057349, 526.94436319394, 0.802076487140818, 0.802084521736272, ims-node5
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0.9, 0.1, 0.7, 0.00158499317979199, 452.277743915912, 0.00110949522585439, 0.0007027550557502, 159.243867707945, 154.338430815216, 0.809198388636825, 0.809198410818368, 279.587470214199, 263.472181842347, 0.808315003322397, 0.808315097249022, 0.755460104003531, 0.707106781186548, 0.571135137940811, 0.5, 614005336, 452.277743915912, 365.250000000001, 657.956375057349, 526.94436319394, 0.802076487140818, 0.802084521736272, ims-node5
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 0.9, 0.1, 0.7, 0.00164838732435995, 434.883918897385, 0.00115387112705196, 0.000717416134825385, 158.395947018844, 154.338430815216, 0.841523930784149, 0.841523951197758, 276.76872977392, 263.472181842347, 0.84056861957222, 0.840568706328256, 0.747045148422726, 0.707106781186548, 0.558516768862091, 0.5, 1952181662, 434.883918897385, 365.250000000001, 632.652686279601, 526.94436319394, 0.833981056716585, 0.833988296907742, ims-node5
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 0.9, 0.1, 0.7, 0.00164838732435995, 434.883918897385, 0.00115387112705196, 0.000717416134825385, 158.395947018844, 154.338430815216, 0.841523930784149, 0.841523951197758, 276.76872977392, 263.472181842347, 0.84056861957222, 0.840568706328256, 0.747045148422726, 0.707106781186548, 0.558516768862091, 0.5, 1858557090, 434.883918897385, 365.250000000001, 632.652686279601, 526.94436319394, 0.833981056716585, 0.833988296907742, ims-node5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0.9, 0.1, 0.7, 0.0026571505958798, 269.784159238093, 0.00186000541711586, 0.00127835204969261, 145.705417064322, 131.736090921173, 0.677796291660922, 0.677796389933863, 236.885910989675, 197.60413638176, 0.676700491264325, 0.676700908470808, 0.625181808167145, 0.5, 0.391689697888736, 0.25, 1059683343, 269.784159238093, 182.625, 392.471975157468, 263.472181842347, 0.672869650124984, 0.672879990345502, ims-node5
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0.9, 0.1, 0.7, 0.0026571505958798, 269.784159238093, 0.00186000541711586, 0.00127835204969261, 145.705417064322, 131.736090921173, 0.677796291660922, 0.677796389933863, 236.885910989675, 197.60413638176, 0.676700491264325, 0.676700908470808, 0.625181808167145, 0.5, 0.391689697888736, 0.25, 2145306171, 269.784159238093, 182.625, 392.471975157468, 263.472181842347, 0.672869650124984, 0.672879990345502, ims-node5
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.3, 0.9, 0.1, 0.7, 0.00290143045123241, 247.070247427071, 0.00203100131586269, 0.00134074392250512, 142.846560079464, 131.736090921173, 0.739978250544994, 0.739978351043688, 228.4849490111, 197.60413638176, 0.738674120261946, 0.738674550200891, 0.59882185786417, 0.5, 0.359513461890465, 0.25, 468906835, 247.070247427071, 182.625, 359.428619901358, 263.472181842347, 0.734445987486571, 0.734455393088884, ims-node5
