recruitment, n_pat, final_events, interim_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, crossing, effect_size_ph, hr_before, hazard_trt_before, followup, hazard_trt_after, random_withdrawal, rmst_trt, median_survival_trt, rmst_ctrl, median_survival_ctrl, gAHR, AHR, ms_surv_8_trt, ms_surv_12_trt, ms_surv_8_ctrl, ms_surv_12_ctrl, cutoff_used
547.875, 300, 150, 75, 150, 150, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 472.078776694201, 0.00306143748695208, 0.00145752154840488, 249.657365118269, 226.412325423646, 219.560151535289, 182.625, 0.842244331863743, 0.806603614261217, 0.474515959060121, 0.326870882072242, 0.39685026299205, 0.25, 472.078776694201
913.125, 300, 150, 75, 150, 150, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 472.078776694201, 0.00306143748695208, 0.00145752154840488, 249.657365118269, 226.412325423646, 219.560151535289, 182.625, 0.842244331863743, 0.806603614261217, 0.474515959060121, 0.326870882072242, 0.39685026299205, 0.25, 472.078776694201
547.875, 500, 250, 125, 250, 250, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 472.078776694201, 0.00320736352528671, 0.00149318714439984, 243.190429630674, 216.11120008543, 219.560151535289, 182.625, 0.873009384062418, 0.84505106596885, 0.457951031636954, 0.309904985270454, 0.39685026299205, 0.25, 472.078776694201
913.125, 500, 250, 125, 250, 250, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 472.078776694201, 0.00320736352528671, 0.00149318714439984, 243.190429630674, 216.11120008543, 219.560151535289, 182.625, 0.873009384062418, 0.84505106596885, 0.457951031636954, 0.309904985270454, 0.39685026299205, 0.25, 472.078776694201
547.875, 1000, 500, 250, 500, 500, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 472.078776694201, 0.00335704656225405, 0.00152864730068961, 236.818059456518, 206.475295384208, 219.560151535289, 182.625, 0.904895159107399, 0.884488382303424, 0.441560233992917, 0.29341677016994, 0.39685026299205, 0.25, 472.078776694201
913.125, 1000, 500, 250, 500, 500, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 472.078776694201, 0.00335704656225405, 0.00152864730068961, 236.818059456518, 206.475295384208, 219.560151535289, 182.625, 0.904895159107399, 0.884488382303424, 0.441560233992917, 0.29341677016994, 0.39685026299205, 0.25, 472.078776694201
547.875, 1500, 750, 375, 750, 750, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 472.078776694201, 0.00348513743467294, 0.00155814465585025, 231.565473825814, 198.88661309708, 219.560151535289, 182.625, 0.932429416260821, 0.918236763933719, 0.428000478528869, 0.280005383835366, 0.39685026299205, 0.25, 472.078776694201
913.125, 1500, 750, 375, 750, 750, 0.00379546710778889, 0.3, 0, 0.5, 1.5, 0.00569320066168333, 472.078776694201, 0.00348513743467294, 0.00155814465585025, 231.565473825814, 198.88661309708, 219.560151535289, 182.625, 0.932429416260821, 0.918236763933719, 0.428000478528869, 0.280005383835366, 0.39685026299205, 0.25, 472.078776694201
547.875, 300, 150, 75, 150, 150, 0.000632577851298148, 0, 60.875, 0.5, 1.5, 0.000948866776947222, 2832.47266016521, 0.000510507538798147, 0, 1458.86585509335, 1305.4891677146, 1317.36090921173, 1095.75, 0.866891197201386, 0.836842063269389, 0.859853112002486, 0.808036541246748, 0.857243982853073, 0.7937005259841, 2832.47266016521
913.125, 300, 150, 75, 150, 150, 0.000632577851298148, 0, 60.875, 0.5, 1.5, 0.000948866776947222, 2832.47266016521, 0.000510507538798147, 0, 1458.86585509335, 1305.4891677146, 1317.36090921173, 1095.75, 0.866891197201386, 0.836842063269389, 0.859853112002486, 0.808036541246748, 0.857243982853073, 0.7937005259841, 2832.47266016521
547.875, 500, 250, 125, 250, 250, 0.000632577851298148, 0, 60.875, 0.5, 1.5, 0.000948866776947222, 2832.47266016521, 0.000510507538798147, 0, 1458.86585509335, 1305.4891677146, 1317.36090921173, 1095.75, 0.866891197201386, 0.836842063269389, 0.859853112002486, 0.808036541246748, 0.857243982853073, 0.7937005259841, 2832.47266016521
913.125, 500, 250, 125, 250, 250, 0.000632577851298148, 0, 60.875, 0.5, 1.5, 0.000948866776947222, 2832.47266016521, 0.000510507538798147, 0, 1458.86585509335, 1305.4891677146, 1317.36090921173, 1095.75, 0.866891197201386, 0.836842063269389, 0.859853112002486, 0.808036541246748, 0.857243982853073, 0.7937005259841, 2832.47266016521
547.875, 1000, 500, 250, 500, 500, 0.000632577851298148, 0, 60.875, 0.5, 1.5, 0.000948866776947222, 2832.47266016521, 0.000571542695048147, 0, 1371.8305427894, 1172.57657718446, 1317.36090921173, 1095.75, 0.942347614907044, 0.929890010679067, 0.850321938754752, 0.793163759111087, 0.857243982853073, 0.7937005259841, 2832.47266016521
