recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, effect_size_ph, prevalence, hr_subgroup_relative, hazard_trt, hazard_subgroup, random_withdrawal, rmst_trt, median_survival_trt, rmst_ctrl, median_survival_ctrl, gAHR, AHR, cutoff_used
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 0, 0.1, 0.7, 0.000674268458967014, 0.00047198792127691, 6.8637779083162e-05, 1546.35745732805, 1063.16279176888, 1580.67500774498, 1095.75, 1.02210261709844, 1.02210515623141, 14560.0108398913
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 0, 0.1, 0.7, 0.000674268458967014, 0.00047198792127691, 6.8637779083162e-05, 1546.35745732805, 1063.16279176888, 1580.67500774498, 1095.75, 1.02210261709844, 1.02210515623141, 14560.0108398913
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.000203007184998265, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251482, 4853.33694663044
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.000203007184998265, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251482, 4853.33694663044
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.000203007184998265, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251481, 4853.33694663044
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.000203007184998265, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251481, 4853.33694663044
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.000203007184998265, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251481, 4853.33694663044
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.000203007184998265, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251481, 4853.33694663044
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.000203007184998265, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251482, 4853.33694663044
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.000203007184998265, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251482, 4853.33694663044
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.000406014544717324, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.000406014544717324, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.000406014544717324, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.000406014544717324, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.000406014544717324, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.000406014544717324, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.000406014544717324, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.000406014544717324, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 0, 0.1, 0.7, 0.000674268458967014, 0.00047198792127691, 0.000264774994915659, 1546.35745732805, 1063.16279176888, 1580.67500774498, 1095.75, 1.02210261709844, 1.02210515623141, 14560.0108398913
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 0, 0.1, 0.7, 0.000674268458967014, 0.00047198792127691, 0.000264774994915659, 1546.35745732805, 1063.16279176888, 1580.67500774498, 1095.75, 1.02210261709844, 1.02210515623141, 14560.0108398913
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 0, 0.1, 0.7, 0.000674268458967014, 0.00047198792127691, 0.000264774994915659, 1546.35745732805, 1063.16279176888, 1580.67500774498, 1095.75, 1.02210261709844, 1.02210515623141, 14560.0108398913
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 0, 0.1, 0.7, 0.000674268458967014, 0.00047198792127691, 0.000264774994915659, 1546.35745732805, 1063.16279176888, 1580.67500774498, 1095.75, 1.02210261709844, 1.02210515623141, 14560.0108398913
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 0, 0.1, 0.7, 0.000674268458967014, 0.00047198792127691, 0.000264774994915659, 1546.35745732805, 1063.16279176888, 1580.67500774498, 1095.75, 1.02210261709844, 1.02210515623141, 14560.0108398913
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 0, 0.1, 0.7, 0.000674268458967014, 0.00047198792127691, 0.000264774994915659, 1546.35745732805, 1063.16279176888, 1580.67500774498, 1095.75, 1.02210261709844, 1.02210515623141, 14560.0108398913
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 0, 0.1, 0.7, 0.000674268458967014, 0.00047198792127691, 0.000264774994915659, 1546.35745732805, 1063.16279176888, 1580.67500774498, 1095.75, 1.02210261709844, 1.02210515623141, 14560.0108398913
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 0, 0.1, 0.7, 0.000674268458967014, 0.00047198792127691, 0.000264774994915659, 1546.35745732805, 1063.16279176888, 1580.67500774498, 1095.75, 1.02210261709844, 1.02210515623141, 14560.0108398913
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.00078324662600396, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251482, 4853.33694663044
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.00078324662600396, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251482, 4853.33694663044
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.00078324662600396, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251481, 4853.33694663044
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.00078324662600396, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251481, 4853.33694663044
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.00078324662600396, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251481, 4853.33694663044
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.00078324662600396, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251481, 4853.33694663044
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.00078324662600396, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251482, 4853.33694663044
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 0, 0.1, 0.7, 0.00196081133187169, 0.00137256793231018, 0.00078324662600396, 531.72282309346, 365.592103938311, 526.891669248325, 365.25, 0.991006433122158, 0.991006419251482, 4853.33694663044
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.00156649391633544, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.00156649391633544, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.3, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.00156649391633544, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.3, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.00156649391633544, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.00156649391633544, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.00156649391633544, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.3, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.00156649391633544, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.3, 0, 0.1, 0.7, 0.00392162633188707, 0.00274513843232095, 0.00156649391633544, 265.861163310595, 182.795880990991, 263.445834624163, 182.625, 0.991007353312983, 0.991007339538609, 2426.66847331522
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 0.5, 0.1, 0.7, 0.000554769687293475, 0.000388338781105432, 0, 1879.23160443412, 1292.1707280732, 1580.78965267108, 1095.75, 0.842034677551808, 0.84202144455189, 16602.0973801041
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 0.5, 0.1, 0.7, 0.000554769687293475, 0.000388338781105432, 0, 1879.23160443412, 1292.1707280732, 1580.78965267108, 1095.75, 0.842034677551808, 0.84202144455189, 16602.0973801041
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 0.5, 0.1, 0.7, 0.000597972759419704, 0.000418580931593793, 0, 1743.45856583108, 1198.81236822304, 1580.74032196609, 1095.75, 0.907202801447555, 0.907193974639374, 15402.6086086501
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 0.5, 0.1, 0.7, 0.000597972759419704, 0.000418580931593793, 0, 1743.45856583108, 1198.81236822304, 1580.74032196609, 1095.75, 0.907202801447555, 0.907193974639374, 15402.6086086501
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 0.5, 0.1, 0.7, 0.000579808298215484, 0.000405865808750839, 0, 1798.07831787271, 1236.36923053056, 1580.76472543661, 1095.75, 0.879811583545483, 0.879800799275048, 15885.1475570865
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 0.5, 0.1, 0.7, 0.000579808298215484, 0.000405865808750839, 0, 1798.07831787271, 1236.36923053056, 1580.76472543661, 1095.75, 0.879811583545483, 0.879800799275048, 15885.1475570865
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 0.5, 0.1, 0.7, 0.000598129471077574, 0.000418690629754302, 0, 1743.00177462535, 1198.49827591198, 1580.74008484395, 1095.75, 0.90743906266453, 0.907430253746961, 15398.5730804789
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 0.5, 0.1, 0.7, 0.000598129471077574, 0.000418690629754302, 0, 1743.00177462535, 1198.49827591198, 1580.74008484395, 1095.75, 0.90743906266453, 0.907430253746961, 15398.5730804789
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 0.5, 0.1, 0.7, 0.00158108088423774, 0.00110675661896642, 0, 659.384817018111, 453.39687975187, 526.936033387917, 365.25, 0.800151706321101, 0.800135902690051, 5825.34420838098
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 0.5, 0.1, 0.7, 0.00158108088423774, 0.00110675661896642, 0, 659.384817018111, 453.39687975187, 526.936033387917, 365.25, 0.800151706321101, 0.800135902690051, 5825.34420838098
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 0.5, 0.1, 0.7, 0.00167043902826137, 0.00116930731978296, 0, 624.111812467071, 429.1429543356, 526.929315302139, 365.25, 0.845118380507728, 0.845105340771916, 5513.72436596056
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 0.5, 0.1, 0.7, 0.00167043902826137, 0.00116930731978296, 0, 624.111812467071, 429.1429543356, 526.929315302139, 365.25, 0.845118380507728, 0.845105340771916, 5513.72436596056
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 0.5, 0.1, 0.7, 0.00176746346871709, 0.00123722442810196, 0, 589.851359304564, 405.585265240442, 526.917636907315, 365.25, 0.893906755313921, 0.893896951802535, 5211.04992266771
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 0.5, 0.1, 0.7, 0.00176746346871709, 0.00123722442810196, 0, 589.851359304564, 405.585265240442, 526.917636907315, 365.25, 0.893906755313921, 0.893896951802535, 5211.04992266771
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 0.5, 0.1, 0.7, 0.00175130507460642, 0.00122591355222449, 0, 595.293615407487, 409.327392542555, 526.919967578747, 365.25, 0.885784218578559, 0.885773843935481, 5259.12960884103
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 0.5, 0.1, 0.7, 0.00175130507460642, 0.00122591355222449, 0, 595.293615407487, 409.327392542555, 526.919967578747, 365.25, 0.885784218578559, 0.885773843935481, 5259.12960884103
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 0.5, 0.1, 0.7, 0.00316211611804757, 0.0022134812826333, 0, 329.697168169664, 226.701712647057, 263.46801735865, 182.625, 0.800140216241026, 0.800124411912742, 2912.71415347741
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 0.5, 0.1, 0.7, 0.00316211611804757, 0.0022134812826333, 0, 329.697168169664, 226.701712647057, 263.46801735865, 182.625, 0.800140216241026, 0.800124411912742, 2912.71415347741
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 0.5, 0.1, 0.7, 0.00334081102631898, 0.00233856771842329, 0, 312.062167339241, 214.575782341746, 263.464659230546, 182.625, 0.845101521015483, 0.845088480220741, 2756.9174968045
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 0.5, 0.1, 0.7, 0.00334081102631898, 0.00233856771842329, 0, 312.062167339241, 214.575782341746, 263.464659230546, 182.625, 0.845101521015483, 0.845088480220741, 2756.9174968045
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 0.5, 0.1, 0.7, 0.00347381512021793, 0.00243167058415255, 0, 300.114051400217, 206.360187548365, 263.460952312116, 182.625, 0.878545946390567, 0.878535076329856, 2651.36170269141
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 0.5, 0.1, 0.7, 0.00347381512021793, 0.00243167058415255, 0, 300.114051400217, 206.360187548365, 263.460952312116, 182.625, 0.878545946390567, 0.878535076329856, 2651.36170269141
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 0.5, 0.1, 0.7, 0.00355735504369973, 0.00249014853058981, 0, 293.066257580989, 201.514083070493, 263.457958744396, 182.625, 0.899543230572287, 0.899533834216209, 2589.09787154594
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 0.5, 0.1, 0.7, 0.00355735504369973, 0.00249014853058981, 0, 293.066257580989, 201.514083070493, 263.457958744396, 182.625, 0.899543230572287, 0.899533834216209, 2589.09787154594
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 0.5, 0.1, 0.7, 0.000554769687293475, 0.000388338781105432, 6.21402234262059e-05, 1879.23160443412, 1292.1707280732, 1580.78965267108, 1095.75, 0.842034677551808, 0.84202144455189, 16602.0973801041
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 0.5, 0.1, 0.7, 0.000554769687293475, 0.000388338781105432, 6.21402234262059e-05, 1879.23160443412, 1292.1707280732, 1580.78965267108, 1095.75, 0.842034677551808, 0.84202144455189, 16602.0973801041
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 0.5, 0.1, 0.7, 0.000597972759419704, 0.000418580931593793, 6.47058643540157e-05, 1743.45856583108, 1198.81236822304, 1580.74032196609, 1095.75, 0.907202801447555, 0.907193974639374, 15402.6086086501
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 0.5, 0.1, 0.7, 0.000597972759419704, 0.000418580931593793, 6.47058643540157e-05, 1743.45856583108, 1198.81236822304, 1580.74032196609, 1095.75, 0.907202801447555, 0.907193974639374, 15402.6086086501
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 0.5, 0.1, 0.7, 0.000579808298215484, 0.000405865808750839, 6.36465461847553e-05, 1798.07831787271, 1236.36923053056, 1580.76472543661, 1095.75, 0.879811583545483, 0.879800799275048, 15885.1475570865
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 0.5, 0.1, 0.7, 0.000579808298215484, 0.000405865808750839, 6.36465461847553e-05, 1798.07831787271, 1236.36923053056, 1580.76472543661, 1095.75, 0.879811583545483, 0.879800799275048, 15885.1475570865
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 0.5, 0.1, 0.7, 0.000598129471077574, 0.000418690629754302, 6.47148853198521e-05, 1743.00177462535, 1198.49827591198, 1580.74008484395, 1095.75, 0.90743906266453, 0.907430253746961, 15398.5730804789
