recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, delay, effect_size_ph, hazard_trt, target_median_trt, target_hr, random_withdrawal, exp_fup, median_survival_trt, median_survival_ctrl, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, AHRoc_6m, AHRoc_robust_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, AHRoc_12m, AHRoc_robust_12m, rmst_trt_360m, rmst_ctrl_360m, gAHR_360m, AHR_360m, AHRoc_360m, AHRoc_robust_360m, rmst_trt_fup, rmst_ctrl_fup, gAHR_fup, AHR_fup, AHRoc_fup, AHRoc_robust_fup, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 60.875, 0.8, 0.00149141381813166, 448.173711762122, 0.81497417276867, 0, 65.4541507004512, 448.173711762122, 365.25, 156.679489826899, 154.338430815216, 0.864731611641685, 0.865116874527275, 0.873044640387522, 0.872967493675549, 275.45502834104, 263.472181842347, 0.831388053077116, 0.83169401438483, 0.842642337410976, 0.842743411404247, 654.842023888769, 526.944363193939, 0.806825373619351, 0.807009146102522, 0.826225125014718, 0.829066497350031, 621.326530497383, 514.92745193578, 0.807601664772104, 0.807745861204043, 0.826235423383263, 0.826792664482157, 0.742966619107325, 0.707106781186548, 0.565823203440124, 0.5
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 60.875, 0.8, 0.00155784064735964, 431.659169385762, 0.84615369232105, 0, 51.9423742437299, 431.659169385762, 365.25, 156.291555201491, 154.338430815216, 0.887015044692466, 0.887230502896667, 0.893961759926647, 0.893897905937224, 273.430814352026, 263.472181842347, 0.859148864374771, 0.859320547230123, 0.868660424444149, 0.868746021372219, 629.37061297406, 526.944363193939, 0.838763462787348, 0.83886447957797, 0.855169317123799, 0.857583820282273, 575.810307380537, 500.717458927582, 0.840046854271832, 0.840142120518585, 0.855304512309919, 0.855707856498105, 0.736982133776654, 0.707106781186548, 0.554497890163842, 0.5
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 60.875, 0.8, 0.00155784064735964, 431.659169385762, 0.84615369232105, 0, 63.9423742437299, 431.659169385762, 365.25, 156.291555201491, 154.338430815216, 0.887015044692466, 0.887230502896667, 0.893961759926647, 0.893897905937224, 273.430814352026, 263.472181842347, 0.859148864374771, 0.859320547230123, 0.868660424444149, 0.868746021372219, 629.37061297406, 526.944363193939, 0.838763462787348, 0.83886447957797, 0.855169317123799, 0.857583820282273, 599.053512054857, 513.830911306138, 0.839422823971975, 0.839521220924701, 0.855174035270652, 0.854938388133387, 0.736982133776654, 0.707106781186548, 0.554497890163842, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 60.875, 0.8, 0.00226013050849997, 265.33138808707, 0.688290221962246, 0, 41.3954676802576, 265.33138808707, 182.625, 138.831937975324, 131.736090921173, 0.75578282509846, 0.759095756523884, 0.786916903598269, 0.786766562303429, 229.022551647353, 197.60413638176, 0.697622370008047, 0.700517451336792, 0.74014880373795, 0.74037651821351, 405.528741359377, 263.472181842347, 0.662693633313004, 0.664953310872675, 0.724554034454597, 0.732529228206591, 382.165982399428, 261.264913208448, 0.664935412799751, 0.667240399201151, 0.724616748855073, 0.723953342429077, 0.602769777952972, 0.5, 0.398927220412484, 0.25
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 60.875, 0.8, 0.00226013050849997, 265.33138808707, 0.688290221962246, 0, 53.3954676802576, 265.33138808707, 182.625, 138.831937975324, 131.736090921173, 0.75578282509846, 0.759095756523884, 0.786916903598269, 0.786766562303429, 229.022551647353, 197.60413638176, 0.697622370008047, 0.700517451336792, 0.74014880373795, 0.74037651821351, 405.528741359377, 263.472181842347, 0.662693633313004, 0.664953310872675, 0.724554034454597, 0.732529228206591, 395.297633657577, 262.920364683872, 0.663670813101682, 0.665952503982799, 0.724671796974333, 0.723319950243007, 0.602769777952972, 0.5, 0.398927220412484, 0.25
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 60.875, 0.8, 0.00252470390123131, 243.905620005748, 0.748752734749188, 0, 38.9437670053059, 243.905620005748, 182.625, 137.547172874359, 131.736090921173, 0.799222387472306, 0.800939356060164, 0.824813411686844, 0.824688064530358, 222.943976765689, 197.60413638176, 0.751290043780599, 0.752796311194721, 0.787113604846398, 0.787305532206502, 368.727818169882, 263.472181842347, 0.723554908772877, 0.72475475995769, 0.775154162315993, 0.781948803413494, 350.341490210869, 260.542225838101, 0.725357721796291, 0.726589501804047, 0.77522645987949, 0.774613391027313, 0.583662858372479, 0.5, 0.368061288396712, 0.25
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 60.875, 0.8, 0.00252470390123131, 243.905620005748, 0.748752734749188, 0, 50.9437670053059, 243.905620005748, 182.625, 137.547172874359, 131.736090921173, 0.799222387472306, 0.800939356060164, 0.824813411686844, 0.824688064530358, 222.943976765689, 197.60413638176, 0.751290043780599, 0.752796311194721, 0.787113604846398, 0.787305532206502, 368.727818169882, 263.472181842347, 0.723554908772877, 0.72475475995769, 0.775154162315993, 0.781948803413494, 361.416623686898, 262.739692841285, 0.724205547940094, 0.725407174815903, 0.775153697140684, 0.774588378595195, 0.583662858372479, 0.5, 0.368061288396712, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 60.875, 0.8, 0.00283127789877009, 224.086855881061, 0.81497417276867, 0, 36.675952045451, 224.086855881061, 182.625, 136.091668538028, 131.736090921173, 0.848636876826284, 0.849318040139768, 0.868106780930188, 0.868010875913008, 216.270693318624, 197.60413638176, 0.81252856856948, 0.813128892988544, 0.840377610564712, 0.84052624361613, 334.687089780692, 263.472181842347, 0.792456813368082, 0.792945535894591, 0.83207399903367, 0.837394722576101, 320.565836256616, 259.664670956349, 0.793805228721801, 0.794315514865501, 0.832132805810067, 0.832707116594, 0.562278981237653, 0.5, 0.335269943340231, 0.25
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 60.875, 0.8, 0.00283127789877009, 224.086855881061, 0.81497417276867, 0, 48.675952045451, 224.086855881061, 182.625, 136.091668538028, 131.736090921173, 0.848636876826284, 0.849318040139768, 0.868106780930188, 0.868010875913008, 216.270693318624, 197.60413638176, 0.81252856856948, 0.813128892988544, 0.840377610564712, 0.84052624361613, 334.687089780692, 263.472181842347, 0.792456813368082, 0.792945535894591, 0.83207399903367, 0.837394722576101, 329.666691537951, 262.520304120847, 0.792895093801349, 0.793403583596577, 0.832065131013462, 0.831933177210806, 0.562278981237653, 0.5, 0.335269943340231, 0.25
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 60.875, 0.8, 0.00298215197239354, 215.829584692881, 0.84615369232105, 0, 35.7310917600002, 215.829584692881, 182.625, 135.388202770891, 131.736090921173, 0.872671531779918, 0.873061612727039, 0.889169848902874, 0.889089167842855, 213.125039690635, 197.60413638176, 0.842342329730594, 0.842687129144627, 0.866139140337575, 0.866266140041667, 320.504393946444, 263.472181842347, 0.825793366951476, 0.826077306503044, 0.859435479629816, 0.863990631321055, 308.046978082872, 259.225532825295, 0.826915078156953, 0.827199894115742, 0.859477016802638, 0.859508620685896, 0.552044807591962, 0.5, 0.320221746044112, 0.25
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 60.875, 0.8, 0.00298215197239354, 215.829584692881, 0.84615369232105, 0, 47.7310917600002, 215.829584692881, 182.625, 135.388202770891, 131.736090921173, 0.872671531779918, 0.873061612727039, 0.889169848902874, 0.889089167842855, 213.125039690635, 197.60413638176, 0.842342329730594, 0.842687129144627, 0.866139140337575, 0.866266140041667, 320.504393946444, 263.472181842347, 0.825793366951476, 0.826077306503044, 0.859435479629816, 0.863990631321055, 316.314045013367, 262.410519588084, 0.82611399342989, 0.826175189359677, 0.859439775190217, 0.859575560831342, 0.552044807591962, 0.5, 0.320221746044112, 0.25
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 60.875, 0.8, 0.000427557511039318, 1591.98832852242, 0.688290221962246, 5.69517784983161e-05, 141.671807650487, 1591.98832852242, 1095.75, 173.871646400439, 172.47091664017, 0.786252998716566, 0.787749960398213, 0.791441989019843, 0.791331398446439, 334.338016793004, 326.125035191387, 0.733560266991486, 0.734650062960291, 0.739309004208082, 0.739431288117146, 2288.91545545089, 1579.2893087386, 0.686024100396823, 0.686268047036587, 0.696273255661234, 0.697836362461543, 1944.7357265628, 1477.50123020814, 0.687242050371273, 0.687531399681354, 0.696486040436956, 0.696321348737285, 0.913416509456348, 0.890898718140339, 0.844807917426477, 0.7937005259841
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 60.875, 0.8, 0.000427557511039318, 1591.98832852242, 0.688290221962246, 5.69517784983161e-05, 153.671807650487, 1591.98832852242, 1095.75, 173.871646400439, 172.47091664017, 0.786252998716566, 0.787749960398213, 0.791441989019843, 0.791331398446439, 334.338016793004, 326.125035191387, 0.733560266991486, 0.734650062960291, 0.739309004208082, 0.739431288117146, 2288.91545545089, 1579.2893087386, 0.686024100396823, 0.686268047036587, 0.696273255661234, 0.697836362461543, 1997.57868669586, 1498.81853874974, 0.687017980535209, 0.687292478466669, 0.696426628043109, 0.696394541717311, 0.913416509456348, 0.890898718140339, 0.844807917426477, 0.7937005259841
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 60.875, 0.8, 0.000466746236368681, 1463.43372003449, 0.748752734749188, 5.98569536633851e-05, 131.288134203632, 1463.43372003449, 1095.75, 173.602126265151, 172.47091664017, 0.827629186094949, 0.828364809833828, 0.831445785885833, 0.831357713748118, 332.741963599853, 326.125035191387, 0.784906516793624, 0.785443406294496, 0.789371129175469, 0.789471283382289, 2108.53733567362, 1579.2893087386, 0.746404398426298, 0.746519706818172, 0.754900676566993, 0.756206856605309, 1792.79692592836, 1454.63233705022, 0.747504297993223, 0.747644747035618, 0.755113660118745, 0.754857055011384, 0.909068771931955, 0.890898718140339, 0.834790851799659, 0.7937005259841
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 60.875, 0.8, 0.000466746236368681, 1463.43372003449, 0.748752734749188, 5.98569536633851e-05, 143.288134203632, 1463.43372003449, 1095.75, 173.602126265151, 172.47091664017, 0.827629186094949, 0.828364809833828, 0.831445785885833, 0.831357713748118, 332.741963599853, 326.125035191387, 0.784906516793624, 0.785443406294496, 0.789371129175469, 0.789471283382289, 2108.53733567362, 1579.2893087386, 0.746404398426298, 0.746519706818172, 0.754900676566993, 0.756206856605309, 1844.28126549131, 1480.66748622163, 0.74728829714322, 0.747430089769779, 0.755045402833267, 0.755090689399238, 0.909068771931955, 0.890898718140339, 0.834790851799659, 0.7937005259841
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 60.875, 0.8, 0.000509984010286549, 1344.52113528637, 0.81497417276867, 6.2844905947977e-05, 121.683270844247, 1344.52113528637, 1095.75, 173.305721666385, 172.47091664017, 0.872882377059757, 0.873157384355152, 0.875507831139022, 0.875442692415477, 330.995547494758, 326.125035191387, 0.841251771600292, 0.841453680624975, 0.844479277667884, 0.844553741960496, 1939.21444184206, 1579.2893087386, 0.812801090686967, 0.812845919128193, 0.819257708331679, 0.820269559324322, 1652.12732205274, 1428.99620714298, 0.813685792718942, 0.813726045003276, 0.819407159771998, 0.819120718773447, 0.904295826923343, 0.890898718140339, 0.823876565183155, 0.7937005259841
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 60.875, 0.8, 0.000509984010286549, 1344.52113528637, 0.81497417276867, 6.2844905947977e-05, 133.683270844247, 1344.52113528637, 1095.75, 173.305721666385, 172.47091664017, 0.872882377059757, 0.873157384355152, 0.875507831139022, 0.875442692415477, 330.995547494758, 326.125035191387, 0.841251771600292, 0.841453680624975, 0.844479277667884, 0.844553741960496, 1939.21444184206, 1579.2893087386, 0.812801090686967, 0.812845919128193, 0.819257708331679, 0.820269559324322, 1702.15358352845, 1460.32007643005, 0.813502833474353, 0.813565575481979, 0.819350692552161, 0.819426490911736, 0.904295826923343, 0.890898718140339, 0.823876565183155, 0.7937005259841
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 60.875, 0.8, 0.000530457558861664, 1294.97750815729, 0.84615369232105, 6.41876040644785e-05, 117.681509635279, 1294.97750815729, 1095.75, 173.165731536607, 172.47091664017, 0.894205101996746, 0.894358448941263, 0.896343523874803, 0.896289251776691, 330.173827549521, 326.125035191387, 0.867847517240809, 0.867960785699178, 0.870526837885051, 0.870589033771263, 1868.07253446868, 1579.2893087386, 0.844170499517061, 0.844194676754046, 0.849623574609446, 0.850480704580179, 1593.47387499546, 1416.83462469155, 0.844970993401704, 0.844976173251737, 0.849805805673732, 0.849809142025071, 0.90204453683564, 0.890898718140339, 0.818758429775808, 0.7937005259841
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 60.875, 0.8, 0.000530457558861664, 1294.97750815729, 0.84615369232105, 6.41876040644785e-05, 129.681509635279, 1294.97750815729, 1095.75, 173.165731536607, 172.47091664017, 0.894205101996746, 0.894358448941263, 0.896343523874803, 0.896289251776691, 330.173827549521, 326.125035191387, 0.867847517240809, 0.867960785699178, 0.870526837885051, 0.870589033771263, 1868.07253446868, 1579.2893087386, 0.844170499517061, 0.844194676754046, 0.849623574609446, 0.850480704580179, 1642.82579663682, 1450.66742204156, 0.844842468322795, 0.844844406302323, 0.84976650863228, 0.849450127605239, 0.90204453683564, 0.890898718140339, 0.818758429775808, 0.7937005259841
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 60.875, 0.8, 0.00122953954905057, 530.662776174139, 0.688290221962246, 0.000166999781798388, 61.0053757161419, 530.662776174139, 365.25, 158.229080211013, 154.338430815216, 0.775749874728204, 0.77776698288565, 0.789957931681922, 0.789832130456213, 283.695924385095, 263.472181842347, 0.720882658403574, 0.722477207263713, 0.738953928048236, 0.739116059127077, 782.068316168631, 526.944363193939, 0.679316336825213, 0.680170908360918, 0.710004843681278, 0.714380927232482, 702.454682949631, 511.406400147718, 0.6815002228165, 0.68238920117798, 0.710157394237377, 0.710555972625962, 0.767036439060263, 0.707106781186548, 0.612769992053664, 0.5
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 60.875, 0.8, 0.00122953954905057, 530.662776174139, 0.688290221962246, 0.000166999781798388, 73.0053757161419, 530.662776174139, 365.25, 158.229080211013, 154.338430815216, 0.775749874728204, 0.77776698288565, 0.789957931681922, 0.789832130456213, 283.695924385095, 263.472181842347, 0.720882658403574, 0.722477207263713, 0.738953928048236, 0.739116059127077, 782.068316168631, 526.944363193939, 0.679316336825213, 0.680170908360918, 0.710004843681278, 0.714380927232482, 731.2502195035, 519.175381916206, 0.680607986003513, 0.681533494081099, 0.710047232267837, 0.709265656648364, 0.767036439060263, 0.707106781186548, 0.612769992053664, 0.5
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 60.875, 0.8, 0.0013529482773612, 487.811240011495, 0.748752734749188, 0.000176375870924634, 57.0826546362191, 487.811240011495, 365.25, 157.494785756569, 154.338430815216, 0.81794835959685, 0.818958047257374, 0.829236454016684, 0.829133476787387, 279.759714601212, 263.472181842347, 0.773196724428039, 0.773996611619434, 0.788038865083079, 0.788172621398527, 715.976916002472, 526.944363193939, 0.739739516572634, 0.740179915425778, 0.76519840054515, 0.768881426107236, 647.833400059955, 507.454947771193, 0.741630766871091, 0.742119260843379, 0.765382285900191, 0.765333552413777, 0.755597854471355, 0.707106781186548, 0.590179729609306, 0.5
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 60.875, 0.8, 0.0013529482773612, 487.811240011495, 0.748752734749188, 0.000176375870924634, 69.0826546362191, 487.811240011495, 365.25, 157.494785756569, 154.338430815216, 0.81794835959685, 0.818958047257374, 0.829236454016684, 0.829133476787387, 279.759714601212, 263.472181842347, 0.773196724428039, 0.773996611619434, 0.788038865083079, 0.788172621398527, 715.976916002472, 526.944363193939, 0.739739516572634, 0.740179915425778, 0.76519840054515, 0.768881426107236, 674.405915609643, 517.199655727944, 0.740728881902053, 0.741186448005051, 0.765132534351748, 0.765333427129316, 0.755597854471355, 0.707106781186548, 0.590179729609306, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 60.875, 0.8, 0.00149141381813166, 448.173711762122, 0.81497417276867, 0.00018612040101992, 53.4541507004512, 448.173711762122, 365.25, 156.679489826899, 154.338430815216, 0.864731611641685, 0.865116874527275, 0.873044640387522, 0.872967493675549, 275.45502834104, 263.472181842347, 0.831388053077116, 0.83169401438483, 0.842642337410976, 0.842743411404247, 654.842023888769, 526.944363193939, 0.806825373619351, 0.807009146102522, 0.826225125014718, 0.829066497350031, 597.056006866796, 502.910540186865, 0.808350339184769, 0.808566702820481, 0.826429635814595, 0.825987349097767, 0.742966619107325, 0.707106781186548, 0.565823203440124, 0.5
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 60.875, 0.8, 0.00149141381813166, 448.173711762122, 0.81497417276867, 0.00018612040101992, 65.4541507004512, 448.173711762122, 365.25, 156.679489826899, 154.338430815216, 0.864731611641685, 0.865116874527275, 0.873044640387522, 0.872967493675549, 275.45502834104, 263.472181842347, 0.831388053077116, 0.83169401438483, 0.842642337410976, 0.842743411404247, 654.842023888769, 526.944363193939, 0.806825373619351, 0.807009146102522, 0.826225125014718, 0.829066497350031, 621.326530497383, 514.92745193578, 0.807601664772104, 0.807745861204043, 0.826235423383263, 0.826792664482157, 0.742966619107325, 0.707106781186548, 0.565823203440124, 0.5
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 60.875, 0.8, 0.00155784064735964, 431.659169385762, 0.84615369232105, 0.000190533672831737, 51.9423742437299, 431.659169385762, 365.25, 156.291555201491, 154.338430815216, 0.887015044692466, 0.887230502896667, 0.893961759926647, 0.893897905937224, 273.430814352026, 263.472181842347, 0.859148864374771, 0.859320547230123, 0.868660424444149, 0.868746021372219, 629.37061297406, 526.944363193939, 0.838763462787348, 0.83886447957797, 0.855169317123799, 0.857583820282273, 575.810307380537, 500.717458927582, 0.840046854271832, 0.840142120518585, 0.855304512309919, 0.855707856498105, 0.736982133776654, 0.707106781186548, 0.554497890163842, 0.5
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 60.875, 0.8, 0.00155784064735964, 431.659169385762, 0.84615369232105, 0.000190533672831737, 63.9423742437299, 431.659169385762, 365.25, 156.291555201491, 154.338430815216, 0.887015044692466, 0.887230502896667, 0.893961759926647, 0.893897905937224, 273.430814352026, 263.472181842347, 0.859148864374771, 0.859320547230123, 0.868660424444149, 0.868746021372219, 629.37061297406, 526.944363193939, 0.838763462787348, 0.83886447957797, 0.855169317123799, 0.857583820282273, 599.053512054857, 513.830911306138, 0.839422823971975, 0.839521220924701, 0.855174035270652, 0.854938388133387, 0.736982133776654, 0.707106781186548, 0.554497890163842, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 60.875, 0.8, 0.00226013050849997, 265.33138808707, 0.688290221962246, 0.000318775193666474, 41.3954676802576, 265.33138808707, 182.625, 138.831937975324, 131.736090921173, 0.75578282509846, 0.759095756523884, 0.786916903598269, 0.786766562303429, 229.022551647353, 197.60413638176, 0.697622370008047, 0.700517451336792, 0.74014880373795, 0.74037651821351, 405.528741359377, 263.472181842347, 0.662693633313004, 0.664953310872675, 0.724554034454597, 0.732529228206591, 382.165982399428, 261.264913208448, 0.664935412799751, 0.667240399201151, 0.724616748855073, 0.723953342429077, 0.602769777952972, 0.5, 0.398927220412484, 0.25
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 60.875, 0.8, 0.00226013050849997, 265.33138808707, 0.688290221962246, 0.000318775193666474, 53.3954676802576, 265.33138808707, 182.625, 138.831937975324, 131.736090921173, 0.75578282509846, 0.759095756523884, 0.786916903598269, 0.786766562303429, 229.022551647353, 197.60413638176, 0.697622370008047, 0.700517451336792, 0.74014880373795, 0.74037651821351, 405.528741359377, 263.472181842347, 0.662693633313004, 0.664953310872675, 0.724554034454597, 0.732529228206591, 395.297633657577, 262.920364683872, 0.663670813101682, 0.665952503982799, 0.724671796974333, 0.723319950243007, 0.602769777952972, 0.5, 0.398927220412484, 0.25
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 60.875, 0.8, 0.00252470390123131, 243.905620005748, 0.748752734749188, 0.000339944168137444, 38.9437670053059, 243.905620005748, 182.625, 137.547172874359, 131.736090921173, 0.799222387472306, 0.800939356060164, 0.824813411686844, 0.824688064530358, 222.943976765689, 197.60413638176, 0.751290043780599, 0.752796311194721, 0.787113604846398, 0.787305532206502, 368.727818169882, 263.472181842347, 0.723554908772877, 0.72475475995769, 0.775154162315993, 0.781948803413494, 350.341490210869, 260.542225838101, 0.725357721796291, 0.726589501804047, 0.77522645987949, 0.774613391027313, 0.583662858372479, 0.5, 0.368061288396712, 0.25
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 60.875, 0.8, 0.00252470390123131, 243.905620005748, 0.748752734749188, 0.000339944168137444, 50.9437670053059, 243.905620005748, 182.625, 137.547172874359, 131.736090921173, 0.799222387472306, 0.800939356060164, 0.824813411686844, 0.824688064530358, 222.943976765689, 197.60413638176, 0.751290043780599, 0.752796311194721, 0.787113604846398, 0.787305532206502, 368.727818169882, 263.472181842347, 0.723554908772877, 0.72475475995769, 0.775154162315993, 0.781948803413494, 361.416623686898, 262.739692841285, 0.724205547940094, 0.725407174815903, 0.775153697140684, 0.774588378595195, 0.583662858372479, 0.5, 0.368061288396712, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 60.875, 0.8, 0.00283127789877009, 224.086855881061, 0.81497417276867, 0.000362406499505989, 36.675952045451, 224.086855881061, 182.625, 136.091668538028, 131.736090921173, 0.848636876826284, 0.849318040139768, 0.868106780930188, 0.868010875913008, 216.270693318624, 197.60413638176, 0.81252856856948, 0.813128892988544, 0.840377610564712, 0.84052624361613, 334.687089780692, 263.472181842347, 0.792456813368082, 0.792945535894591, 0.83207399903367, 0.837394722576101, 320.565836256616, 259.664670956349, 0.793805228721801, 0.794315514865501, 0.832132805810067, 0.832707116594, 0.562278981237653, 0.5, 0.335269943340231, 0.25
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 60.875, 0.8, 0.00283127789877009, 224.086855881061, 0.81497417276867, 0.000362406499505989, 48.675952045451, 224.086855881061, 182.625, 136.091668538028, 131.736090921173, 0.848636876826284, 0.849318040139768, 0.868106780930188, 0.868010875913008, 216.270693318624, 197.60413638176, 0.81252856856948, 0.813128892988544, 0.840377610564712, 0.84052624361613, 334.687089780692, 263.472181842347, 0.792456813368082, 0.792945535894591, 0.83207399903367, 0.837394722576101, 329.666691537951, 262.520304120847, 0.792895093801349, 0.793403583596577, 0.832065131013462, 0.831933177210806, 0.562278981237653, 0.5, 0.335269943340231, 0.25
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 60.875, 0.8, 0.00298215197239354, 215.829584692881, 0.84615369232105, 0.000372740815234803, 35.7310917600002, 215.829584692881, 182.625, 135.388202770891, 131.736090921173, 0.872671531779918, 0.873061612727039, 0.889169848902874, 0.889089167842855, 213.125039690635, 197.60413638176, 0.842342329730594, 0.842687129144627, 0.866139140337575, 0.866266140041667, 320.504393946444, 263.472181842347, 0.825793366951476, 0.826077306503044, 0.859435479629816, 0.863990631321055, 308.046978082872, 259.225532825295, 0.826915078156953, 0.827199894115742, 0.859477016802638, 0.859508620685896, 0.552044807591962, 0.5, 0.320221746044112, 0.25
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 60.875, 0.8, 0.00298215197239354, 215.829584692881, 0.84615369232105, 0.000372740815234803, 47.7310917600002, 215.829584692881, 182.625, 135.388202770891, 131.736090921173, 0.872671531779918, 0.873061612727039, 0.889169848902874, 0.889089167842855, 213.125039690635, 197.60413638176, 0.842342329730594, 0.842687129144627, 0.866139140337575, 0.866266140041667, 320.504393946444, 263.472181842347, 0.825793366951476, 0.826077306503044, 0.859435479629816, 0.863990631321055, 316.314045013367, 262.410519588084, 0.82611399342989, 0.826175189359677, 0.859439775190217, 0.859575560831342, 0.552044807591962, 0.5, 0.320221746044112, 0.25
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 60.875, 0.8, 0.000427557511039318, 1591.98832852242, 0.688290221962246, 0.000221338612218361, 141.671807650487, 1591.98832852242, 1095.75, 173.871646400439, 172.47091664017, 0.786252998716566, 0.787749960398213, 0.791441989019843, 0.791331398446439, 334.338016793004, 326.125035191387, 0.733560266991486, 0.734650062960291, 0.739309004208082, 0.739431288117146, 2288.91545545089, 1579.2893087386, 0.686024100396823, 0.686268047036587, 0.696273255661234, 0.697836362461543, 1944.7357265628, 1477.50123020814, 0.687242050371273, 0.687531399681354, 0.696486040436956, 0.696321348737285, 0.913416509456348, 0.890898718140339, 0.844807917426477, 0.7937005259841
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 60.875, 0.8, 0.000427557511039318, 1591.98832852242, 0.688290221962246, 0.000221338612218361, 153.671807650487, 1591.98832852242, 1095.75, 173.871646400439, 172.47091664017, 0.786252998716566, 0.787749960398213, 0.791441989019843, 0.791331398446439, 334.338016793004, 326.125035191387, 0.733560266991486, 0.734650062960291, 0.739309004208082, 0.739431288117146, 2288.91545545089, 1579.2893087386, 0.686024100396823, 0.686268047036587, 0.696273255661234, 0.697836362461543, 1997.57868669586, 1498.81853874974, 0.687017980535209, 0.687292478466669, 0.696426628043109, 0.696394541717311, 0.913416509456348, 0.890898718140339, 0.844807917426477, 0.7937005259841
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 60.875, 0.8, 0.000466746236368681, 1463.43372003449, 0.748752734749188, 0.000231933742763728, 131.288134203632, 1463.43372003449, 1095.75, 173.602126265151, 172.47091664017, 0.827629186094949, 0.828364809833828, 0.831445785885833, 0.831357713748118, 332.741963599853, 326.125035191387, 0.784906516793624, 0.785443406294496, 0.789371129175469, 0.789471283382289, 2108.53733567362, 1579.2893087386, 0.746404398426298, 0.746519706818172, 0.754900676566993, 0.756206856605309, 1792.79692592836, 1454.63233705022, 0.747504297993223, 0.747644747035618, 0.755113660118745, 0.754857055011384, 0.909068771931955, 0.890898718140339, 0.834790851799659, 0.7937005259841
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 60.875, 0.8, 0.000466746236368681, 1463.43372003449, 0.748752734749188, 0.000231933742763728, 143.288134203632, 1463.43372003449, 1095.75, 173.602126265151, 172.47091664017, 0.827629186094949, 0.828364809833828, 0.831445785885833, 0.831357713748118, 332.741963599853, 326.125035191387, 0.784906516793624, 0.785443406294496, 0.789371129175469, 0.789471283382289, 2108.53733567362, 1579.2893087386, 0.746404398426298, 0.746519706818172, 0.754900676566993, 0.756206856605309, 1844.28126549131, 1480.66748622163, 0.74728829714322, 0.747430089769779, 0.755045402833267, 0.755090689399238, 0.909068771931955, 0.890898718140339, 0.834790851799659, 0.7937005259841
